id,media_type,title,date,popularity,vote_average,vote_count,original_language,origin_country_code,genres,genre
1236153,movie,Mercy,2026-01-20,581.4114,6.852,304,en,,Science Fiction; Action; Thriller,Science Fiction
1236153,movie,Mercy,2026-01-20,581.4114,6.852,304,en,,Science Fiction; Action; Thriller,Action
1236153,movie,Mercy,2026-01-20,581.4114,6.852,304,en,,Science Fiction; Action; Thriller,Thriller
224372,tv,A Knight of the Seven Kingdoms,2026-01-18,337.1102,8.534,343,en,US,Drama; Sci-Fi & Fantasy; Action & Adventure,Drama
224372,tv,A Knight of the Seven Kingdoms,2026-01-18,337.1102,8.534,343,en,US,Drama; Sci-Fi & Fantasy; Action & Adventure,Sci-Fi & Fantasy
224372,tv,A Knight of the Seven Kingdoms,2026-01-18,337.1102,8.534,343,en,US,Drama; Sci-Fi & Fantasy; Action & Adventure,Action & Adventure
840464,movie,Greenland 2: Migration,2026-01-07,246.3267,6.5,482,en,,Adventure; Thriller; Science Fiction,Adventure
840464,movie,Greenland 2: Migration,2026-01-07,246.3267,6.5,482,en,,Adventure; Thriller; Science Fiction,Thriller
840464,movie,Greenland 2: Migration,2026-01-07,246.3267,6.5,482,en,,Adventure; Thriller; Science Fiction,Science Fiction
1272837,movie,28 Years Later: The Bone Temple,2026-01-14,227.7669,7.19,466,en,,Horror; Thriller; Science Fiction,Horror
1272837,movie,28 Years Later: The Bone Temple,2026-01-14,227.7669,7.19,466,en,,Horror; Thriller; Science Fiction,Thriller
1272837,movie,28 Years Later: The Bone Temple,2026-01-14,227.7669,7.19,466,en,,Horror; Thriller; Science Fiction,Science Fiction
1253000,movie,Deathstalker,2025-10-10,218.1385,6.279,43,en,,Fantasy; Action; Adventure,Fantasy
1253000,movie,Deathstalker,2025-10-10,218.1385,6.279,43,en,,Fantasy; Action; Adventure,Action
1253000,movie,Deathstalker,2025-10-10,218.1385,6.279,43,en,,Fantasy; Action; Adventure,Adventure
1084242,movie,Zootopia 2,2025-11-26,188.9272,7.601,1758,en,,Animation; Comedy; Adventure; Family; Mystery,Animation
1084242,movie,Zootopia 2,2025-11-26,188.9272,7.601,1758,en,,Animation; Comedy; Adventure; Family; Mystery,Comedy
1084242,movie,Zootopia 2,2025-11-26,188.9272,7.601,1758,en,,Animation; Comedy; Adventure; Family; Mystery,Adventure
