id,media_type,title,date,popularity,vote_average,vote_count,original_language,origin_country_code,genres
83533,movie,Avatar: Fire and Ash,2025-12-17,490.0904,7.38,1008,en,,Science Fiction; Adventure; Fantasy
1511417,movie,Bāhubali: The Epic,2025-10-29,440.7241,6.375,16,te,,Action; Drama
1084242,movie,Zootopia 2,2025-11-26,380.0296,7.656,895,en,,Animation; Comedy; Adventure; Family; Mystery
1131759,movie,Omniscient Reader: The Prophecy,2025-07-23,302.3688,6.7,38,ko,,Action; Adventure; Fantasy
1228246,movie,Five Nights at Freddy's 2,2025-12-03,253.522,6.847,476,en,,Horror; Thriller
982843,movie,The Great Flood,2025-09-18,224.4736,6.076,381,ko,,Science Fiction; Adventure; Drama
1311031,movie,Demon Slayer: Kimetsu no Yaiba Infinity Castle,2025-07-18,221.0241,7.649,633,ja,,Animation; Action; Fantasy
755898,movie,War of the Worlds,2025-07-29,212.0672,4.228,810,en,,Science Fiction; Thriller
425274,movie,Now You See Me: Now You Don't,2025-11-12,198.2162,6.565,753,en,,Thriller; Crime; Mystery
1512623,movie,Risqué,2025-08-01,190.6264,5.056,9,en,,Action; Crime; Thriller
1439112,movie,Muzzle: City of Wolves,2025-11-13,178.4681,6.8,65,en,,Action; Thriller; Mystery
238458,tv,Cashero,2025-12-26,175.3023,7.329,35,ko,KR,Action & Adventure; Drama
200875,tv,IT: Welcome to Derry,2025-10-26,156.2423,8.236,1110,en,US,Drama; Mystery
240459,tv,Spartacus: House of Ashur,2025-12-05,137.951,6.229,105,en,US,Drama; Action & Adventure
1491902,movie,Bang,2025-07-11,136.5882,6.279,34,th,,Action; Thriller
1223601,movie,Sisu: Road to Revenge,2025-10-21,132.7427,7.497,386,fi,,Action; War
1368166,movie,The Housemaid,2025-12-18,123.4737,7.59,145,en,,Mystery; Thriller
1419406,movie,The Shadow's Edge,2025-08-16,123.058,6.628,188,zh,,Action; Crime; Thriller
1242898,movie,Predator: Badlands,2025-11-05,122.7678,7.317,724,en,,Action; Science Fiction; Adventure
967941,movie,Wicked: For Good,2025-11-19,120.9327,6.7,580,en,,Fantasy; Adventure; Romance
1336189,movie,Delivery Run,2025-09-10,110.2674,5.6,26,en,,Action; Thriller
812583,movie,Wake Up Dead Man: A Knives Out Mystery,2025-11-26,108.385,7.209,1465,en,,Thriller; Mystery; Comedy
533533,movie,TRON: Ares,2025-10-08,105.0252,6.6,866,en,,Science Fiction; Adventure; Action
1234731,movie,Anaconda,2025-12-24,101.9554,6.5,89,en,,Adventure; Comedy; Horror
225171,tv,Pluribus,2025-11-06,99.1628,8.017,454,en,US,Drama; Sci-Fi & Fantasy
1196067,movie,Worldbreaker,2025-10-30,99.0357,5.9,39,en,,Science Fiction; Action; Horror
798645,movie,The Running Man,2025-11-11,98.7311,6.8,851,en,,Action; Thriller; Science Fiction
1309129,movie,Diabolical,2025-09-29,94.1335,10.0,1,nl,,Horror; Mystery
1387382,movie,Hunting Season,2025-12-05,89.243,7.1,90,en,,Action; Drama; Thriller
