id,media_type,title,date,popularity,vote_average,vote_count,original_language,origin_country_code,genres,genre
840464,movie,Greenland 2: Migration,2026-01-07,365.031,6.559,415,en,,Adventure; Thriller; Science Fiction,Adventure
840464,movie,Greenland 2: Migration,2026-01-07,365.031,6.559,415,en,,Adventure; Thriller; Science Fiction,Thriller
840464,movie,Greenland 2: Migration,2026-01-07,365.031,6.559,415,en,,Adventure; Thriller; Science Fiction,Science Fiction
1368166,movie,The Housemaid,2025-12-18,298.0136,7.2,1043,en,,Mystery; Thriller,Mystery
1368166,movie,The Housemaid,2025-12-18,298.0136,7.2,1043,en,,Mystery; Thriller,Thriller
1168190,movie,The Wrecking Crew,2026-01-28,262.7138,6.847,540,en,,Action; Comedy; Crime; Mystery,Action
1168190,movie,The Wrecking Crew,2026-01-28,262.7138,6.847,540,en,,Action; Comedy; Crime; Mystery,Comedy
1168190,movie,The Wrecking Crew,2026-01-28,262.7138,6.847,540,en,,Action; Comedy; Crime; Mystery,Crime
1168190,movie,The Wrecking Crew,2026-01-28,262.7138,6.847,540,en,,Action; Comedy; Crime; Mystery,Mystery
1315303,movie,Primate,2026-01-01,245.729,6.6,223,en,,Horror; Thriller,Horror
1315303,movie,Primate,2026-01-01,245.729,6.6,223,en,,Horror; Thriller,Thriller
224372,tv,A Knight of the Seven Kingdoms,2026-01-18,236.2983,8.233,251,en,US,Drama; Sci-Fi & Fantasy; Action & Adventure,Drama
224372,tv,A Knight of the Seven Kingdoms,2026-01-18,236.2983,8.233,251,en,US,Drama; Sci-Fi & Fantasy; Action & Adventure,Sci-Fi & Fantasy
224372,tv,A Knight of the Seven Kingdoms,2026-01-18,236.2983,8.233,251,en,US,Drama; Sci-Fi & Fantasy; Action & Adventure,Action & Adventure
1084242,movie,Zootopia 2,2025-11-26,216.4433,7.617,1641,en,,Animation; Comedy; Adventure; Family; Mystery,Animation
1084242,movie,Zootopia 2,2025-11-26,216.4433,7.617,1641,en,,Animation; Comedy; Adventure; Family; Mystery,Comedy
1084242,movie,Zootopia 2,2025-11-26,216.4433,7.617,1641,en,,Animation; Comedy; Adventure; Family; Mystery,Adventure
1084242,movie,Zootopia 2,2025-11-26,216.4433,7.617,1641,en,,Animation; Comedy; Adventure; Family; Mystery,Family
1084242,movie,Zootopia 2,2025-11-26,216.4433,7.617,1641,en,,Animation; Comedy; Adventure; Family; Mystery,Mystery
1426964,movie,State of Fear,2026-02-10,214.8217,3.794,17,pt,,Action; Thriller; Crime; Drama,Action
1426964,movie,State of Fear,2026-02-10,214.8217,3.794,17,pt,,Action; Thriller; Crime; Drama,Thriller
1426964,movie,State of Fear,2026-02-10,214.8217,3.794,17,pt,,Action; Thriller; Crime; Drama,Crime
1426964,movie,State of Fear,2026-02-10,214.8217,3.794,17,pt,,Action; Thriller; Crime; Drama,Drama
1601243,movie,Oscar Shaw,2026-01-09,190.5522,6.368,19,en,,Action; Crime; Thriller,Action
1601243,movie,Oscar Shaw,2026-01-09,190.5522,6.368,19,en,,Action; Crime; Thriller,Crime
1601243,movie,Oscar Shaw,2026-01-09,190.5522,6.368,19,en,,Action; Crime; Thriller,Thriller
1317288,movie,Marty Supreme,2025-12-19,162.6208,7.646,668,en,,Drama,Drama
1242898,movie,Predator: Badlands,2025-11-05,152.1325,7.732,1898,en,,Action; Science Fiction; Adventure,Action
1242898,movie,Predator: Badlands,2025-11-05,152.1325,7.732,1898,en,,Action; Science Fiction; Adventure,Science Fiction
1242898,movie,Predator: Badlands,2025-11-05,152.1325,7.732,1898,en,,Action; Science Fiction; Adventure,Adventure
240459,tv,Spartacus: House of Ashur,2025-12-05,137.5074,6.696,179,en,US,Drama; Action & Adventure,Drama
240459,tv,Spartacus: House of Ashur,2025-12-05,137.5074,6.696,179,en,US,Drama; Action & Adventure,Action & Adventure
83533,movie,Avatar: Fire and Ash,2025-12-17,137.1843,7.292,1744,en,,Science Fiction; Adventure; Fantasy,Science Fiction
83533,movie,Avatar: Fire and Ash,2025-12-17,137.1843,7.292,1744,en,,Science Fiction; Adventure; Fantasy,Adventure
83533,movie,Avatar: Fire and Ash,2025-12-17,137.1843,7.292,1744,en,,Science Fiction; Adventure; Fantasy,Fantasy
1310568,movie,Murder at the Embassy,2025-11-14,133.6653,5.7,32,en,,Mystery; Thriller; Action,Mystery
1310568,movie,Murder at the Embassy,2025-11-14,133.6653,5.7,32,en,,Mystery; Thriller; Action,Thriller
1310568,movie,Murder at the Embassy,2025-11-14,133.6653,5.7,32,en,,Mystery; Thriller; Action,Action
1584215,movie,The Internship,2026-01-13,113.5313,6.2,44,en,,Action,Action
1271895,movie,96 Minutes,2025-09-05,113.2673,5.878,41,zh,,Action; Crime; Romance,Action
1271895,movie,96 Minutes,2025-09-05,113.2673,5.878,41,zh,,Action; Crime; Romance,Crime
1271895,movie,96 Minutes,2025-09-05,113.2673,5.878,41,zh,,Action; Crime; Romance,Romance
274776,tv,Unfamiliar,2026-02-05,109.3339,7.683,41,de,DE,Action & Adventure; Drama; Crime,Action & Adventure
274776,tv,Unfamiliar,2026-02-05,109.3339,7.683,41,de,DE,Action & Adventure; Drama; Crime,Drama
274776,tv,Unfamiliar,2026-02-05,109.3339,7.683,41,de,DE,Action & Adventure; Drama; Crime,Crime
1306368,movie,The Rip,2026-01-13,96.9291,7.051,1144,en,,Action; Thriller; Crime,Action
1306368,movie,The Rip,2026-01-13,96.9291,7.051,1144,en,,Action; Thriller; Crime,Thriller
1306368,movie,The Rip,2026-01-13,96.9291,7.051,1144,en,,Action; Thriller; Crime,Crime
858024,movie,Hamnet,2025-11-26,94.6025,7.804,476,en,,Drama; Romance; History,Drama
858024,movie,Hamnet,2025-11-26,94.6025,7.804,476,en,,Drama; Romance; History,Romance
858024,movie,Hamnet,2025-11-26,94.6025,7.804,476,en,,Drama; Romance; History,History
235685,tv,The Pendragon Cycle: Rise of the Merlin,2026-01-22,94.1813,8.4,24,en,US,Sci-Fi & Fantasy; Action & Adventure; Family; Drama,Sci-Fi & Fantasy
235685,tv,The Pendragon Cycle: Rise of the Merlin,2026-01-22,94.1813,8.4,24,en,US,Sci-Fi & Fantasy; Action & Adventure; Family; Drama,Action & Adventure
235685,tv,The Pendragon Cycle: Rise of the Merlin,2026-01-22,94.1813,8.4,24,en,US,Sci-Fi & Fantasy; Action & Adventure; Family; Drama,Family
235685,tv,The Pendragon Cycle: Rise of the Merlin,2026-01-22,94.1813,8.4,24,en,US,Sci-Fi & Fantasy; Action & Adventure; Family; Drama,Drama
1234731,movie,Anaconda,2025-12-24,90.8714,5.803,562,en,,Adventure; Comedy; Horror,Adventure
1234731,movie,Anaconda,2025-12-24,90.8714,5.803,562,en,,Adventure; Comedy; Horror,Comedy
1234731,movie,Anaconda,2025-12-24,90.8714,5.803,562,en,,Adventure; Comedy; Horror,Horror
1167307,movie,David,2025-12-14,87.6665,8.044,80,en,,Animation; Family; Drama,Animation
1167307,movie,David,2025-12-14,87.6665,8.044,80,en,,Animation; Family; Drama,Family
1167307,movie,David,2025-12-14,87.6665,8.044,80,en,,Animation; Family; Drama,Drama
1043197,movie,Dust Bunny,2025-12-11,86.467,6.671,165,en,,Fantasy; Action; Thriller,Fantasy
1043197,movie,Dust Bunny,2025-12-11,86.467,6.671,165,en,,Fantasy; Action; Thriller,Action
1043197,movie,Dust Bunny,2025-12-11,86.467,6.671,165,en,,Fantasy; Action; Thriller,Thriller
1316092,movie,“Wuthering Heights”,2026-02-11,84.9541,7.3,63,en,,Drama; Romance,Drama
