id,media_type,title,date,popularity,vote_average,vote_count,original_language,origin_country_code,genres
1523145,movie,Your Heart Will Be Broken,2026-03-26,862.6643,6.8,55,ru,,Romance; Drama
83533,movie,Avatar: Fire and Ash,2025-12-17,363.2076,7.365,2483,en,,Science Fiction; Adventure; Fantasy
1327819,movie,Hoppers,2026-03-04,351.8577,7.563,432,en,,Animation; Family; Science Fiction; Comedy; Adventure
1290821,movie,Shelter,2026-01-28,266.8151,6.789,509,en,,Action; Crime; Thriller
1171145,movie,Crime 101,2026-02-11,234.3527,7.041,590,en,,Crime; Thriller
840464,movie,Greenland 2: Migration,2026-01-07,220.0869,6.5,835,en,,Adventure; Thriller; Science Fiction
687163,movie,Project Hail Mary,2026-03-15,207.0169,8.198,1224,en,,Science Fiction; Adventure
1297842,movie,GOAT,2026-02-11,204.2771,7.8,358,en,,Animation; Comedy; Family
1226863,movie,The Super Mario Galaxy Movie,2026-04-01,202.7486,6.958,347,en,,Family; Comedy; Adventure; Fantasy; Animation
1115544,movie,Mike & Nick & Nick & Alice,2026-03-14,195.2408,6.8,202,en,,Comedy; Science Fiction; Crime
1641319,movie,Sniper: No Nation,2026-04-07,194.5518,5.786,14,en,,Action; Thriller
1159831,movie,The Bride!,2026-03-04,178.0244,6.3,264,en,,Science Fiction; Horror; Fantasy
1265609,movie,War Machine,2026-02-12,169.8356,7.238,1382,en,,Action; Science Fiction; Thriller
1268127,movie,Humint,2026-02-11,169.0815,7.25,68,ko,,Thriller; Action; Drama
1470130,movie,The Mortuary Assistant,2026-02-13,167.4074,5.4,44,en,,Horror; Mystery
1084187,movie,Pretty Lethal,2026-03-13,161.6725,6.856,240,en,,Music; Thriller; Action; Horror
1159559,movie,Scream 7,2026-02-25,155.8202,6.043,706,en,,Horror; Mystery; Crime
662707,movie,Starbright,2026-02-27,141.3707,7.318,11,en,,Adventure; Action
1084242,movie,Zootopia 2,2025-11-26,127.5006,7.601,2520,en,,Animation; Family; Mystery; Adventure; Comedy; Action
278275,tv,Veil of Shadows,2026-04-01,114.3098,9.0,5,zh,CN,Drama; Sci-Fi & Fantasy
1193501,movie,Whistle,2026-01-20,105.2584,5.991,229,en,,Horror; Mystery
1368166,movie,The Housemaid,2025-12-18,94.1337,7.187,1756,en,,Mystery; Thriller
680493,movie,Return to Silent Hill,2026-01-21,91.2201,4.998,320,en,,Mystery; Drama; Horror
1316092,movie,"""Wuthering Heights""",2026-02-11,88.6302,6.521,722,en,,Romance; Drama
213703,tv,Agent from Above,2026-04-02,88.5991,7.429,14,zh,TW,Drama; Action & Adventure; Sci-Fi & Fantasy
1339876,movie,Mardaani 3,2026-01-30,86.5961,7.4,19,hi,,Action; Crime; Thriller
289219,tv,Star Wars: Maul - Shadow Lord,2026-04-06,86.0619,7.1,24,en,US,Animation; Sci-Fi & Fantasy; Action & Adventure
1198994,movie,Send Help,2026-01-22,81.9377,7.044,911,en,,Horror; Thriller; Comedy
290856,tv,Marshals,2026-03-01,76.2689,7.2,105,en,US,Drama
279388,tv,Pursuit of Jade,2026-03-06,76.0981,7.7,46,zh,CN,Drama
