id,media_type,title,date,popularity,vote_average,vote_count,original_language,origin_country_code,genres
1306368,movie,The Rip,2026-01-13,548.9532,7.059,622,en,,Action; Thriller; Crime
1043197,movie,Dust Bunny,2025-12-11,363.4392,6.847,87,en,,Action; Fantasy; Thriller
224372,tv,A Knight of the Seven Kingdoms,2026-01-18,319.9827,8.1,93,en,US,Drama; Sci-Fi & Fantasy; Action & Adventure
1242898,movie,Predator: Badlands,2025-11-05,281.7049,7.792,1593,en,,Action; Science Fiction; Adventure
83533,movie,Avatar: Fire and Ash,2025-12-17,254.9243,7.326,1568,en,,Science Fiction; Adventure; Fantasy
235685,tv,The Pendragon Cycle: Rise of the Merlin,2026-01-22,190.0715,8.2,8,en,US,Sci-Fi & Fantasy; Action & Adventure; Family; Drama
1242501,movie,Icefall,2025-10-16,181.8743,6.438,97,en,,Action; Crime; Thriller
1084242,movie,Zootopia 2,2025-11-26,178.3701,7.591,1141,en,,Animation; Comedy; Adventure; Family; Mystery
1368166,movie,The Housemaid,2025-12-18,170.7462,7.152,481,en,,Mystery; Thriller
991494,movie,The SpongeBob Movie: Search for SquarePants,2025-12-16,148.0267,6.4,89,en,,Animation; Family; Comedy; Adventure; Fantasy
240459,tv,Spartacus: House of Ashur,2025-12-05,144.1108,6.384,134,en,US,Drama; Action & Adventure
1252037,movie,The Tank,2025-09-18,141.0144,6.989,263,de,,War; Action; Drama
1412598,movie,Killer Whale,2026-01-16,137.1881,5.672,32,en,,Thriller; Horror; Action; Mystery; Science Fiction
254071,tv,Steal,2026-01-21,120.3319,8.381,21,en,GB,Drama; Crime; Mystery
755898,movie,War of the Worlds,2025-07-29,119.5422,4.228,858,en,,Science Fiction; Thriller
1272837,movie,28 Years Later: The Bone Temple,2026-01-14,103.9854,7.203,202,en,,Horror; Thriller; Science Fiction
279136,tv,Love Between Lines,2026-01-09,103.4163,8.2,8,zh,CN,Drama; Mystery
1419406,movie,The Shadow's Edge,2025-08-16,93.7626,7.157,322,zh,,Action; Crime; Drama; Thriller
1511417,movie,Bāhubali: The Epic,2025-10-29,93.568,6.1,25,te,,Action; Drama
628847,movie,Trap House,2025-11-14,91.6534,6.587,172,en,,Action; Crime; Thriller
425274,movie,Now You See Me: Now You Don't,2025-11-12,90.0179,6.584,935,en,,Thriller; Crime; Mystery
308482,tv,Taskaree: The Smuggler's Web,2026-01-14,82.7301,7.4,5,hi,IN,Crime; Mystery; Drama
223530,tv,Star Trek: Starfleet Academy,2026-01-15,80.7424,5.1,67,en,US,Sci-Fi & Fantasy; Action & Adventure
259731,tv,HIS & HERS,2026-01-08,80.0256,7.042,166,en,US,Drama; Crime; Mystery
982843,movie,The Great Flood,2025-09-18,74.9493,6.041,507,ko,,Science Fiction; Adventure; Drama
273160,tv,The Beauty,2026-01-21,72.534,3.789,19,en,US,Drama; Sci-Fi & Fantasy
1317288,movie,Marty Supreme,2025-12-19,72.4288,8.049,184,en,,Drama
200875,tv,IT: Welcome to Derry,2025-10-26,70.1661,8.228,1212,en,US,Drama; Mystery
1228246,movie,Five Nights at Freddy's 2,2025-12-03,69.7233,6.762,646,en,,Horror; Thriller
1054867,movie,One Battle After Another,2025-09-23,69.304,7.431,2529,en,,Thriller; Crime; Action
1439112,movie,Muzzle: City of Wolves,2025-11-13,67.3988,6.8,96,en,,Action; Thriller; Mystery
1255674,movie,Crazy Old Lady,2025-10-10,67.0244,5.6,14,es,,Horror; Thriller; Comedy
229891,tv,Can This Love Be Translated?,2026-01-16,65.0403,9.348,23,ko,KR,Drama; Comedy
302463,tv,Dinastía Casillas,2025-10-07,63.0315,8.203,261,es,US,Drama; Action & Adventure; Mystery
250505,tv,Agatha Christie's Seven Dials,2026-01-15,60.7582,6.196,84,en,GB,Drama; Mystery
1208348,movie,Rental Family,2025-11-20,60.4045,7.759,228,en,,Comedy; Drama
533533,movie,TRON: Ares,2025-10-08,57.6661,6.508,1062,en,,Science Fiction; Adventure; Action
1223601,movie,Sisu: Road to Revenge,2025-10-21,56.0696,7.425,483,fi,,Action; War
1196067,movie,Worldbreaker,2025-10-30,55.1755,6.164,61,en,,Science Fiction; Action; Horror
1366745,movie,Papá x dos,2025-09-18,54.513,4.2,9,es,,Family; Comedy; Romance
301507,tv,Heated Rivalry,2025-11-28,53.8041,8.8,230,en,CA,Drama
246386,tv,All Her Fault,2025-11-07,53.4915,8.232,125,en,GB,Drama; Mystery; Crime
1062722,movie,Frankenstein,2025-10-17,52.2168,7.697,2693,en,,Drama; Fantasy; Horror
1034716,movie,People We Meet on Vacation,2026-01-06,52.032,6.997,316,en,,Romance; Comedy; Drama
639988,movie,No Other Choice,2025-09-24,50.8258,7.8,504,ko,,Crime; Thriller; Comedy
1234731,movie,Anaconda,2025-12-24,50.5341,5.973,169,en,,Adventure; Comedy; Horror
840464,movie,Greenland 2: Migration,2026-01-07,49.3218,6.432,73,en,,Action; Adventure; Thriller; Science Fiction
798645,movie,The Running Man,2025-11-11,49.3044,6.795,1036,en,,Action; Thriller; Science Fiction
1539104,movie,JUJUTSU KAISEN: Execution,2025-11-07,48.4257,5.6,78,ja,,Animation; Action
1236153,movie,Mercy,2026-01-19,47.5908,6.9,18,en,,Science Fiction; Action; Thriller
1387382,movie,Hunting Season,2025-12-05,46.437,7.12,117,en,,Action; Drama; Thriller
1471345,movie,Homo Argentum,2025-08-14,45.688,5.598,46,es,,Comedy
1282440,movie,Happy Patel: Khatarnak Jasoos,2026-01-16,45.5499,8.1,6,hi,,Comedy; Action; Romance
279041,tv,Speed and Love,2025-12-12,44.4446,7.0,16,zh,CN,Drama
225171,tv,Pluribus,2025-11-06,44.4411,7.944,609,en,US,Drama; Sci-Fi & Fantasy
