id,media_type,title,date,popularity,vote_average,vote_count,original_language,origin_country_code,genres,genre
1226863,movie,The Super Mario Galaxy Movie,2026-04-01,436.7999,6.734,768,en,,Family; Comedy; Adventure; Fantasy; Animation,Family
1226863,movie,The Super Mario Galaxy Movie,2026-04-01,436.7999,6.734,768,en,,Family; Comedy; Adventure; Fantasy; Animation,Comedy
1226863,movie,The Super Mario Galaxy Movie,2026-04-01,436.7999,6.734,768,en,,Family; Comedy; Adventure; Fantasy; Animation,Adventure
1226863,movie,The Super Mario Galaxy Movie,2026-04-01,436.7999,6.734,768,en,,Family; Comedy; Adventure; Fantasy; Animation,Fantasy
1226863,movie,The Super Mario Galaxy Movie,2026-04-01,436.7999,6.734,768,en,,Family; Comedy; Adventure; Fantasy; Animation,Animation
1007757,movie,Swapped,2026-05-01,416.6067,7.9,103,en,,Adventure; Animation; Family; Fantasy,Adventure
1007757,movie,Swapped,2026-05-01,416.6067,7.9,103,en,,Adventure; Animation; Family; Fantasy,Animation
1007757,movie,Swapped,2026-05-01,416.6067,7.9,103,en,,Adventure; Animation; Family; Fantasy,Family
1007757,movie,Swapped,2026-05-01,416.6067,7.9,103,en,,Adventure; Animation; Family; Fantasy,Fantasy
1318447,movie,Apex,2026-04-24,339.6148,6.408,731,en,,Action; Thriller,Action
1318447,movie,Apex,2026-04-24,339.6148,6.408,731,en,,Action; Thriller,Thriller
1198994,movie,Send Help,2026-01-22,252.9818,6.974,1232,en,,Horror; Thriller; Comedy,Horror
1198994,movie,Send Help,2026-01-22,252.9818,6.974,1232,en,,Horror; Thriller; Comedy,Thriller
1198994,movie,Send Help,2026-01-22,252.9818,6.974,1232,en,,Horror; Thriller; Comedy,Comedy
1523145,movie,Your Heart Will Be Broken,2026-03-26,231.0786,6.9,75,ru,,Romance; Drama,Romance
1523145,movie,Your Heart Will Be Broken,2026-03-26,231.0786,6.9,75,ru,,Romance; Drama,Drama
936075,movie,Michael,2026-04-22,185.6185,7.57,571,en,,Music; Drama,Music
936075,movie,Michael,2026-04-22,185.6185,7.57,571,en,,Music; Drama,Drama
1327819,movie,Hoppers,2026-03-04,165.0247,7.741,765,en,,Adventure; Animation; Comedy; Family; Science Fiction,Adventure
1327819,movie,Hoppers,2026-03-04,165.0247,7.741,765,en,,Adventure; Animation; Comedy; Family; Science Fiction,Animation
1327819,movie,Hoppers,2026-03-04,165.0247,7.741,765,en,,Adventure; Animation; Comedy; Family; Science Fiction,Comedy
1327819,movie,Hoppers,2026-03-04,165.0247,7.741,765,en,,Adventure; Animation; Comedy; Family; Science Fiction,Family
1327819,movie,Hoppers,2026-03-04,165.0247,7.741,765,en,,Adventure; Animation; Comedy; Family; Science Fiction,Science Fiction
1669050,movie,Tayuan 2,2026-04-17,164.2697,3.667,3,tl,,Drama,Drama
83533,movie,Avatar: Fire and Ash,2025-12-17,160.4895,7.367,2829,en,,Science Fiction; Adventure; Fantasy,Science Fiction
83533,movie,Avatar: Fire and Ash,2025-12-17,160.4895,7.367,2829,en,,Science Fiction; Adventure; Fantasy,Adventure
83533,movie,Avatar: Fire and Ash,2025-12-17,160.4895,7.367,2829,en,,Science Fiction; Adventure; Fantasy,Fantasy
931285,movie,Mortal Kombat II,2026-05-06,159.8429,7.219,48,en,,Action; Fantasy; Adventure,Action
931285,movie,Mortal Kombat II,2026-05-06,159.8429,7.219,48,en,,Action; Fantasy; Adventure,Fantasy
931285,movie,Mortal Kombat II,2026-05-06,159.8429,7.219,48,en,,Action; Fantasy; Adventure,Adventure
