id,media_type,title,date,popularity,vote_average,vote_count,original_language,origin_country_code,genres,genre
840464,movie,Greenland 2: Migration,2026-01-07,506.1661,6.546,185,en,,Adventure; Thriller; Science Fiction,Adventure
840464,movie,Greenland 2: Migration,2026-01-07,506.1661,6.546,185,en,,Adventure; Thriller; Science Fiction,Thriller
840464,movie,Greenland 2: Migration,2026-01-07,506.1661,6.546,185,en,,Adventure; Thriller; Science Fiction,Science Fiction
1168190,movie,The Wrecking Crew,2026-01-28,476.9111,6.335,88,en,,Action; Comedy; Crime; Mystery,Action
1168190,movie,The Wrecking Crew,2026-01-28,476.9111,6.335,88,en,,Action; Comedy; Crime; Mystery,Comedy
1168190,movie,The Wrecking Crew,2026-01-28,476.9111,6.335,88,en,,Action; Comedy; Crime; Mystery,Crime
1168190,movie,The Wrecking Crew,2026-01-28,476.9111,6.335,88,en,,Action; Comedy; Crime; Mystery,Mystery
1084242,movie,Zootopia 2,2025-11-26,391.9834,7.615,1347,en,,Animation; Comedy; Adventure; Family; Mystery,Animation
1084242,movie,Zootopia 2,2025-11-26,391.9834,7.615,1347,en,,Animation; Comedy; Adventure; Family; Mystery,Comedy
1084242,movie,Zootopia 2,2025-11-26,391.9834,7.615,1347,en,,Animation; Comedy; Adventure; Family; Mystery,Adventure
1084242,movie,Zootopia 2,2025-11-26,391.9834,7.615,1347,en,,Animation; Comedy; Adventure; Family; Mystery,Family
1084242,movie,Zootopia 2,2025-11-26,391.9834,7.615,1347,en,,Animation; Comedy; Adventure; Family; Mystery,Mystery
1419406,movie,The Shadow's Edge,2025-08-16,376.128,7.204,358,zh,,Action; Crime; Drama; Thriller,Action
1419406,movie,The Shadow's Edge,2025-08-16,376.128,7.204,358,zh,,Action; Crime; Drama; Thriller,Crime
1419406,movie,The Shadow's Edge,2025-08-16,376.128,7.204,358,zh,,Action; Crime; Drama; Thriller,Drama
1419406,movie,The Shadow's Edge,2025-08-16,376.128,7.204,358,zh,,Action; Crime; Drama; Thriller,Thriller
1306368,movie,The Rip,2026-01-13,267.9703,7.054,911,en,,Action; Thriller; Crime,Action
1306368,movie,The Rip,2026-01-13,267.9703,7.054,911,en,,Action; Thriller; Crime,Thriller
1306368,movie,The Rip,2026-01-13,267.9703,7.054,911,en,,Action; Thriller; Crime,Crime
1234731,movie,Anaconda,2025-12-24,244.0741,6.0,281,en,,Adventure; Comedy; Horror,Adventure
1234731,movie,Anaconda,2025-12-24,244.0741,6.0,281,en,,Adventure; Comedy; Horror,Comedy
1234731,movie,Anaconda,2025-12-24,244.0741,6.0,281,en,,Adventure; Comedy; Horror,Horror
224372,tv,A Knight of the Seven Kingdoms,2026-01-18,234.5038,8.083,138,en,US,Drama; Sci-Fi & Fantasy; Action & Adventure,Drama
224372,tv,A Knight of the Seven Kingdoms,2026-01-18,234.5038,8.083,138,en,US,Drama; Sci-Fi & Fantasy; Action & Adventure,Sci-Fi & Fantasy
224372,tv,A Knight of the Seven Kingdoms,2026-01-18,234.5038,8.083,138,en,US,Drama; Sci-Fi & Fantasy; Action & Adventure,Action & Adventure
1242898,movie,Predator: Badlands,2025-11-05,210.7863,7.757,1723,en,,Action; Science Fiction; Adventure,Action
1242898,movie,Predator: Badlands,2025-11-05,210.7863,7.757,1723,en,,Action; Science Fiction; Adventure,Science Fiction
1242898,movie,Predator: Badlands,2025-11-05,210.7863,7.757,1723,en,,Action; Science Fiction; Adventure,Adventure
1584215,movie,The Internship,2026-01-13,210.3517,6.242,33,en,,Action,Action
83533,movie,Avatar: Fire and Ash,2025-12-17,209.4497,7.297,1657,en,,Science Fiction; Adventure; Fantasy,Science Fiction
83533,movie,Avatar: Fire and Ash,2025-12-17,209.4497,7.297,1657,en,,Science Fiction; Adventure; Fantasy,Adventure
83533,movie,Avatar: Fire and Ash,2025-12-17,209.4497,7.297,1657,en,,Science Fiction; Adventure; Fantasy,Fantasy
1043197,movie,Dust Bunny,2025-12-11,204.3943,6.573,133,en,,Action; Fantasy; Thriller,Action
1043197,movie,Dust Bunny,2025-12-11,204.3943,6.573,133,en,,Action; Fantasy; Thriller,Fantasy
1043197,movie,Dust Bunny,2025-12-11,204.3943,6.573,133,en,,Action; Fantasy; Thriller,Thriller
235685,tv,The Pendragon Cycle: Rise of the Merlin,2026-01-22,185.8988,8.6,16,en,US,Sci-Fi & Fantasy; Action & Adventure; Family; Drama,Sci-Fi & Fantasy
235685,tv,The Pendragon Cycle: Rise of the Merlin,2026-01-22,185.8988,8.6,16,en,US,Sci-Fi & Fantasy; Action & Adventure; Family; Drama,Action & Adventure
235685,tv,The Pendragon Cycle: Rise of the Merlin,2026-01-22,185.8988,8.6,16,en,US,Sci-Fi & Fantasy; Action & Adventure; Family; Drama,Family
235685,tv,The Pendragon Cycle: Rise of the Merlin,2026-01-22,185.8988,8.6,16,en,US,Sci-Fi & Fantasy; Action & Adventure; Family; Drama,Drama
198178,tv,Wonder Man,2026-01-27,172.8768,6.976,82,en,US,Comedy; Drama,Comedy
198178,tv,Wonder Man,2026-01-27,172.8768,6.976,82,en,US,Comedy; Drama,Drama
991494,movie,The SpongeBob Movie: Search for SquarePants,2025-12-16,144.0916,6.659,145,en,,Animation; Family; Comedy; Adventure; Fantasy,Animation
991494,movie,The SpongeBob Movie: Search for SquarePants,2025-12-16,144.0916,6.659,145,en,,Animation; Family; Comedy; Adventure; Fantasy,Family
991494,movie,The SpongeBob Movie: Search for SquarePants,2025-12-16,144.0916,6.659,145,en,,Animation; Family; Comedy; Adventure; Fantasy,Comedy
991494,movie,The SpongeBob Movie: Search for SquarePants,2025-12-16,144.0916,6.659,145,en,,Animation; Family; Comedy; Adventure; Fantasy,Adventure
991494,movie,The SpongeBob Movie: Search for SquarePants,2025-12-16,144.0916,6.659,145,en,,Animation; Family; Comedy; Adventure; Fantasy,Fantasy
1368166,movie,The Housemaid,2025-12-18,143.6412,7.1,560,en,,Mystery; Thriller,Mystery
1368166,movie,The Housemaid,2025-12-18,143.6412,7.1,560,en,,Mystery; Thriller,Thriller
1242501,movie,Icefall,2025-10-16,121.2173,6.439,106,en,,Action; Crime; Thriller,Action
1242501,movie,Icefall,2025-10-16,121.2173,6.439,106,en,,Action; Crime; Thriller,Crime
1242501,movie,Icefall,2025-10-16,121.2173,6.439,106,en,,Action; Crime; Thriller,Thriller
240459,tv,Spartacus: House of Ashur,2025-12-05,118.2901,6.336,146,en,US,Drama; Action & Adventure,Drama
240459,tv,Spartacus: House of Ashur,2025-12-05,118.2901,6.336,146,en,US,Drama; Action & Adventure,Action & Adventure
1412598,movie,Killer Whale,2026-01-16,108.4499,5.707,46,en,,Thriller; Horror; Action; Mystery; Science Fiction,Thriller
1412598,movie,Killer Whale,2026-01-16,108.4499,5.707,46,en,,Thriller; Horror; Action; Mystery; Science Fiction,Horror
1412598,movie,Killer Whale,2026-01-16,108.4499,5.707,46,en,,Thriller; Horror; Action; Mystery; Science Fiction,Action
1412598,movie,Killer Whale,2026-01-16,108.4499,5.707,46,en,,Thriller; Horror; Action; Mystery; Science Fiction,Mystery
1412598,movie,Killer Whale,2026-01-16,108.4499,5.707,46,en,,Thriller; Horror; Action; Mystery; Science Fiction,Science Fiction
273160,tv,The Beauty,2026-01-21,107.8756,5.675,40,en,US,Drama; Sci-Fi & Fantasy,Drama
273160,tv,The Beauty,2026-01-21,107.8756,5.675,40,en,US,Drama; Sci-Fi & Fantasy,Sci-Fi & Fantasy
1252037,movie,The Tank,2025-09-18,100.1617,6.978,291,de,,War; Action; Drama,War
1252037,movie,The Tank,2025-09-18,100.1617,6.978,291,de,,War; Action; Drama,Action
1252037,movie,The Tank,2025-09-18,100.1617,6.978,291,de,,War; Action; Drama,Drama
1167307,movie,David,2025-12-14,100.0763,7.8,42,en,,Animation; Family; Drama,Animation
1167307,movie,David,2025-12-14,100.0763,7.8,42,en,,Animation; Family; Drama,Family
1167307,movie,David,2025-12-14,100.0763,7.8,42,en,,Animation; Family; Drama,Drama
1310568,movie,Murder at the Embassy,2025-11-14,86.3248,5.5,25,en,,Mystery; Thriller; Action,Mystery
1310568,movie,Murder at the Embassy,2025-11-14,86.3248,5.5,25,en,,Mystery; Thriller; Action,Thriller
1310568,movie,Murder at the Embassy,2025-11-14,86.3248,5.5,25,en,,Mystery; Thriller; Action,Action
1608982,movie,From the Ashes: The Pit,2026-01-21,85.8485,3.8,15,ar,,Thriller; Drama,Thriller
1608982,movie,From the Ashes: The Pit,2026-01-21,85.8485,3.8,15,ar,,Thriller; Drama,Drama
271855,tv,Sandokan,2025-12-01,78.706,7.383,30,en,IT,Action & Adventure; Drama; War & Politics,Action & Adventure
271855,tv,Sandokan,2025-12-01,78.706,7.383,30,en,IT,Action & Adventure; Drama; War & Politics,Drama
271855,tv,Sandokan,2025-12-01,78.706,7.383,30,en,IT,Action & Adventure; Drama; War & Politics,War & Politics
1198994,movie,Send Help,2026-01-22,77.8243,6.878,45,en,,Horror; Thriller; Comedy,Horror
1198994,movie,Send Help,2026-01-22,77.8243,6.878,45,en,,Horror; Thriller; Comedy,Thriller
1198994,movie,Send Help,2026-01-22,77.8243,6.878,45,en,,Horror; Thriller; Comedy,Comedy
1443762,movie,The Big Fake,2025-10-19,75.6598,6.46,88,it,,Thriller; Crime; Drama,Thriller
1443762,movie,The Big Fake,2025-10-19,75.6598,6.46,88,it,,Thriller; Crime; Drama,Crime
1443762,movie,The Big Fake,2025-10-19,75.6598,6.46,88,it,,Thriller; Crime; Drama,Drama
1317288,movie,Marty Supreme,2025-12-19,75.6494,7.9,364,en,,Drama,Drama
1475490,movie,The Calling Witch,2026-01-20,73.8631,6.25,4,en,,Thriller; Horror; Drama,Thriller
