id,media_type,title,date,popularity,vote_average,vote_count,original_language,origin_country_code,genres,genre
1242898,movie,Predator: Badlands,2025-11-05,472.2313,7.787,1436,en,,Action; Science Fiction; Adventure,Action
1242898,movie,Predator: Badlands,2025-11-05,472.2313,7.787,1436,en,,Action; Science Fiction; Adventure,Science Fiction
1242898,movie,Predator: Badlands,2025-11-05,472.2313,7.787,1436,en,,Action; Science Fiction; Adventure,Adventure
1242501,movie,Icefall,2025-10-16,320.9231,6.767,75,en,,Action; Crime; Thriller,Action
1242501,movie,Icefall,2025-10-16,320.9231,6.767,75,en,,Action; Crime; Thriller,Crime
1242501,movie,Icefall,2025-10-16,320.9231,6.767,75,en,,Action; Crime; Thriller,Thriller
83533,movie,Avatar: Fire and Ash,2025-12-17,289.2573,7.355,1451,en,,Science Fiction; Adventure; Fantasy,Science Fiction
83533,movie,Avatar: Fire and Ash,2025-12-17,289.2573,7.355,1451,en,,Science Fiction; Adventure; Fantasy,Adventure
83533,movie,Avatar: Fire and Ash,2025-12-17,289.2573,7.355,1451,en,,Science Fiction; Adventure; Fantasy,Fantasy
1252037,movie,The Tank,2025-09-18,208.7288,7.005,221,de,,War; Action; Drama,War
1252037,movie,The Tank,2025-09-18,208.7288,7.005,221,de,,War; Action; Drama,Action
1252037,movie,The Tank,2025-09-18,208.7288,7.005,221,de,,War; Action; Drama,Drama
1084242,movie,Zootopia 2,2025-11-26,201.8847,7.605,1086,en,,Animation; Comedy; Adventure; Family; Mystery,Animation
1084242,movie,Zootopia 2,2025-11-26,201.8847,7.605,1086,en,,Animation; Comedy; Adventure; Family; Mystery,Comedy
1084242,movie,Zootopia 2,2025-11-26,201.8847,7.605,1086,en,,Animation; Comedy; Adventure; Family; Mystery,Adventure
1084242,movie,Zootopia 2,2025-11-26,201.8847,7.605,1086,en,,Animation; Comedy; Adventure; Family; Mystery,Family
1084242,movie,Zootopia 2,2025-11-26,201.8847,7.605,1086,en,,Animation; Comedy; Adventure; Family; Mystery,Mystery
1368166,movie,The Housemaid,2025-12-18,163.3652,7.214,383,en,,Mystery; Thriller,Mystery
1368166,movie,The Housemaid,2025-12-18,163.3652,7.214,383,en,,Mystery; Thriller,Thriller
628847,movie,Trap House,2025-11-14,135.4772,6.44,150,en,,Action; Crime; Thriller,Action
628847,movie,Trap House,2025-11-14,135.4772,6.44,150,en,,Action; Crime; Thriller,Crime
628847,movie,Trap House,2025-11-14,135.4772,6.44,150,en,,Action; Crime; Thriller,Thriller
1511417,movie,Bāhubali: The Epic,2025-10-29,131.4832,5.7,22,te,,Action; Drama,Action
1511417,movie,Bāhubali: The Epic,2025-10-29,131.4832,5.7,22,te,,Action; Drama,Drama
755898,movie,War of the Worlds,2025-07-29,128.4569,4.222,837,en,,Science Fiction; Thriller,Science Fiction
755898,movie,War of the Worlds,2025-07-29,128.4569,4.222,837,en,,Science Fiction; Thriller,Thriller
259731,tv,HIS & HERS,2026-01-08,124.5652,6.911,112,en,US,Drama; Crime; Mystery,Drama
259731,tv,HIS & HERS,2026-01-08,124.5652,6.911,112,en,US,Drama; Crime; Mystery,Crime
259731,tv,HIS & HERS,2026-01-08,124.5652,6.911,112,en,US,Drama; Crime; Mystery,Mystery
1034716,movie,People We Meet on Vacation,2026-01-06,124.0432,7.216,227,en,,Romance; Comedy; Drama,Romance
1034716,movie,People We Meet on Vacation,2026-01-06,124.0432,7.216,227,en,,Romance; Comedy; Drama,Comedy
1034716,movie,People We Meet on Vacation,2026-01-06,124.0432,7.216,227,en,,Romance; Comedy; Drama,Drama
240459,tv,Spartacus: House of Ashur,2025-12-05,115.7827,6.3,125,en,US,Drama; Action & Adventure,Drama
240459,tv,Spartacus: House of Ashur,2025-12-05,115.7827,6.3,125,en,US,Drama; Action & Adventure,Action & Adventure
1131759,movie,Omniscient Reader: The Prophecy,2025-07-23,108.446,6.9,44,ko,,Action; Adventure; Fantasy,Action
1131759,movie,Omniscient Reader: The Prophecy,2025-07-23,108.446,6.9,44,ko,,Action; Adventure; Fantasy,Adventure
1131759,movie,Omniscient Reader: The Prophecy,2025-07-23,108.446,6.9,44,ko,,Action; Adventure; Fantasy,Fantasy
1419406,movie,The Shadow's Edge,2025-08-16,101.5904,7.087,283,zh,,Action; Crime; Drama; Thriller,Action
1419406,movie,The Shadow's Edge,2025-08-16,101.5904,7.087,283,zh,,Action; Crime; Drama; Thriller,Crime
1419406,movie,The Shadow's Edge,2025-08-16,101.5904,7.087,283,zh,,Action; Crime; Drama; Thriller,Drama
1419406,movie,The Shadow's Edge,2025-08-16,101.5904,7.087,283,zh,,Action; Crime; Drama; Thriller,Thriller
425274,movie,Now You See Me: Now You Don't,2025-11-12,100.4047,6.575,882,en,,Thriller; Crime; Mystery,Thriller
425274,movie,Now You See Me: Now You Don't,2025-11-12,100.4047,6.575,882,en,,Thriller; Crime; Mystery,Crime
425274,movie,Now You See Me: Now You Don't,2025-11-12,100.4047,6.575,882,en,,Thriller; Crime; Mystery,Mystery
1512623,movie,Risqué,2025-08-01,97.6459,7.489,44,en,,Action; Crime; Thriller,Action
1512623,movie,Risqué,2025-08-01,97.6459,7.489,44,en,,Action; Crime; Thriller,Crime
1512623,movie,Risqué,2025-08-01,97.6459,7.489,44,en,,Action; Crime; Thriller,Thriller
1208348,movie,Rental Family,2025-11-20,95.7149,7.646,113,en,,Comedy; Drama,Comedy
1208348,movie,Rental Family,2025-11-20,95.7149,7.646,113,en,,Comedy; Drama,Drama
1228246,movie,Five Nights at Freddy's 2,2025-12-03,94.3377,6.78,598,en,,Horror; Thriller,Horror
1228246,movie,Five Nights at Freddy's 2,2025-12-03,94.3377,6.78,598,en,,Horror; Thriller,Thriller
982843,movie,The Great Flood,2025-09-18,89.9539,6.032,486,ko,,Science Fiction; Adventure; Drama,Science Fiction
982843,movie,The Great Flood,2025-09-18,89.9539,6.032,486,ko,,Science Fiction; Adventure; Drama,Adventure
982843,movie,The Great Flood,2025-09-18,89.9539,6.032,486,ko,,Science Fiction; Adventure; Drama,Drama
1054867,movie,One Battle After Another,2025-09-23,81.4258,7.437,2431,en,,Thriller; Crime; Action,Thriller
1054867,movie,One Battle After Another,2025-09-23,81.4258,7.437,2431,en,,Thriller; Crime; Action,Crime
1054867,movie,One Battle After Another,2025-09-23,81.4258,7.437,2431,en,,Thriller; Crime; Action,Action
200875,tv,IT: Welcome to Derry,2025-10-26,79.8154,8.233,1180,en,US,Drama; Mystery,Drama
200875,tv,IT: Welcome to Derry,2025-10-26,79.8154,8.233,1180,en,US,Drama; Mystery,Mystery
533533,movie,TRON: Ares,2025-10-08,76.9937,6.544,1012,en,,Science Fiction; Adventure; Action,Science Fiction
533533,movie,TRON: Ares,2025-10-08,76.9937,6.544,1012,en,,Science Fiction; Adventure; Action,Adventure
533533,movie,TRON: Ares,2025-10-08,76.9937,6.544,1012,en,,Science Fiction; Adventure; Action,Action
1439112,movie,Muzzle: City of Wolves,2025-11-13,75.8032,6.769,91,en,,Action; Thriller; Mystery,Action
1439112,movie,Muzzle: City of Wolves,2025-11-13,75.8032,6.769,91,en,,Action; Thriller; Mystery,Thriller
1439112,movie,Muzzle: City of Wolves,2025-11-13,75.8032,6.769,91,en,,Action; Thriller; Mystery,Mystery
1539104,movie,JUJUTSU KAISEN: Execution,2025-11-07,67.5166,5.6,77,ja,,Animation; Action,Animation
1539104,movie,JUJUTSU KAISEN: Execution,2025-11-07,67.5166,5.6,77,ja,,Animation; Action,Action
840464,movie,Greenland 2: Migration,2026-01-07,67.3388,6.639,54,en,,Action; Adventure; Thriller; Science Fiction,Action
840464,movie,Greenland 2: Migration,2026-01-07,67.3388,6.639,54,en,,Action; Adventure; Thriller; Science Fiction,Adventure
840464,movie,Greenland 2: Migration,2026-01-07,67.3388,6.639,54,en,,Action; Adventure; Thriller; Science Fiction,Thriller
840464,movie,Greenland 2: Migration,2026-01-07,67.3388,6.639,54,en,,Action; Adventure; Thriller; Science Fiction,Science Fiction
279136,tv,Love Between Lines,2026-01-09,66.5906,9.2,4,zh,CN,Drama; Mystery,Drama
279136,tv,Love Between Lines,2026-01-09,66.5906,9.2,4,zh,CN,Drama; Mystery,Mystery
223530,tv,Star Trek: Starfleet Academy,2026-01-15,65.2443,5.227,44,en,US,Sci-Fi & Fantasy; Action & Adventure,Sci-Fi & Fantasy
223530,tv,Star Trek: Starfleet Academy,2026-01-15,65.2443,5.227,44,en,US,Sci-Fi & Fantasy; Action & Adventure,Action & Adventure
301507,tv,Heated Rivalry,2025-11-28,65.1258,8.836,213,en,CA,Drama,Drama
1255674,movie,Crazy Old Lady,2025-10-10,64.643,5.6,5,es,,Horror; Thriller; Comedy,Horror
1255674,movie,Crazy Old Lady,2025-10-10,64.643,5.6,5,es,,Horror; Thriller; Comedy,Thriller
1255674,movie,Crazy Old Lady,2025-10-10,64.643,5.6,5,es,,Horror; Thriller; Comedy,Comedy
1223601,movie,Sisu: Road to Revenge,2025-10-21,63.9669,7.4,458,fi,,Action; War,Action
1223601,movie,Sisu: Road to Revenge,2025-10-21,63.9669,7.4,458,fi,,Action; War,War
1196067,movie,Worldbreaker,2025-10-30,62.6886,6.3,58,en,,Science Fiction; Action; Horror,Science Fiction
1196067,movie,Worldbreaker,2025-10-30,62.6886,6.3,58,en,,Science Fiction; Action; Horror,Action
1196067,movie,Worldbreaker,2025-10-30,62.6886,6.3,58,en,,Science Fiction; Action; Horror,Horror
246386,tv,All Her Fault,2025-11-07,62.1059,8.3,108,en,GB,Drama; Mystery; Crime,Drama
246386,tv,All Her Fault,2025-11-07,62.1059,8.3,108,en,GB,Drama; Mystery; Crime,Mystery
246386,tv,All Her Fault,2025-11-07,62.1059,8.3,108,en,GB,Drama; Mystery; Crime,Crime
1234731,movie,Anaconda,2025-12-24,60.9881,5.9,156,en,,Adventure; Comedy; Horror,Adventure
1234731,movie,Anaconda,2025-12-24,60.9881,5.9,156,en,,Adventure; Comedy; Horror,Comedy
1234731,movie,Anaconda,2025-12-24,60.9881,5.9,156,en,,Adventure; Comedy; Horror,Horror
1272837,movie,28 Years Later: The Bone Temple,2026-01-14,60.8564,6.608,60,en,,Horror; Thriller; Science Fiction,Horror
1272837,movie,28 Years Later: The Bone Temple,2026-01-14,60.8564,6.608,60,en,,Horror; Thriller; Science Fiction,Thriller
1272837,movie,28 Years Later: The Bone Temple,2026-01-14,60.8564,6.608,60,en,,Horror; Thriller; Science Fiction,Science Fiction
250505,tv,Agatha Christie's Seven Dials,2026-01-15,59.0613,5.879,29,en,GB,Drama; Mystery,Drama
250505,tv,Agatha Christie's Seven Dials,2026-01-15,59.0613,5.879,29,en,GB,Drama; Mystery,Mystery
302463,tv,Dinastía Casillas,2025-10-07,58.5898,8.217,254,es,US,Drama; Action & Adventure; Mystery,Drama
302463,tv,Dinastía Casillas,2025-10-07,58.5898,8.217,254,es,US,Drama; Action & Adventure; Mystery,Action & Adventure
302463,tv,Dinastía Casillas,2025-10-07,58.5898,8.217,254,es,US,Drama; Action & Adventure; Mystery,Mystery
1336189,movie,Delivery Run,2025-09-10,56.6106,5.683,30,en,,Action; Thriller,Action
1336189,movie,Delivery Run,2025-09-10,56.6106,5.683,30,en,,Action; Thriller,Thriller
798645,movie,The Running Man,2025-11-11,55.2579,6.817,978,en,,Action; Thriller; Science Fiction,Action
798645,movie,The Running Man,2025-11-11,55.2579,6.817,978,en,,Action; Thriller; Science Fiction,Thriller
