id,media_type,title,date,popularity,vote_average,vote_count,original_language,origin_country_code,genres
1339713,movie,Obsession,2026-05-13,735.0361,7.909,538,en,,Horror; Thriller
273240,tv,Off Campus,2026-05-13,549.3965,9.004,381,en,US,Drama
1433117,movie,Kara,2026-04-30,437.3168,6.1,15,ta,,Crime; Drama; Thriller
220102,tv,Spider-Noir,2026-05-25,427.5114,8.716,382,en,US,Crime; Drama; Mystery
1304313,movie,Lee Cronin's The Mummy,2026-04-15,405.32,8.049,1587,en,,Horror; Mystery
1057265,movie,Peddi,2026-06-03,391.3,9.333,3,te,,Action; Drama
1083381,movie,Backrooms,2026-05-27,258.6737,6.8,324,en,,Horror; Mystery; Science Fiction
687163,movie,Project Hail Mary,2026-03-15,253.1933,8.655,4640,en,,Science Fiction; Adventure
1380291,movie,Tom Clancy's Jack Ryan: Ghost War,2026-05-20,250.9757,7.084,480,en,,Action; Thriller
1439930,movie,The Punisher: One Last Kill,2026-05-12,249.583,8.368,1458,en,,Action; Drama; Crime
1228710,movie,The Mandalorian and Grogu,2026-05-20,243.5879,6.821,396,en,,Action; Adventure; Science Fiction
1582770,movie,Dhurandhar: The Revenge,2026-03-18,230.7293,7.236,110,hi,,Action; Crime; Thriller
1065834,movie,Kattalan,2026-05-14,226.8282,7.2,2,ml,,Action; Thriller
1226863,movie,The Super Mario Galaxy Movie,2026-04-01,225.8877,8.129,2349,en,,Family; Comedy; Adventure; Fantasy; Animation
1523145,movie,Your Heart Will Be Broken,2026-03-26,213.3826,6.8,85,ru,,Romance; Drama
1122573,movie,In the Grey,2026-05-13,209.3898,6.664,131,en,,Action; Thriller
1007757,movie,Swapped,2026-05-01,208.5489,8.968,1568,en,,Adventure; Animation; Family; Fantasy
1430077,movie,Hokum,2026-04-29,181.8437,6.934,128,en,,Horror
454639,movie,Masters of the Universe,2026-06-03,179.1713,7.63,54,en,,Action; Fantasy; Science Fiction
1273221,movie,Scary Movie,2026-06-03,150.7951,5.7,91,en,,Comedy; Horror
1116201,movie,Iron Lung,2026-01-30,147.7426,7.209,211,en,,Horror; Mystery; Science Fiction
1510339,movie,Mark,2025-12-25,146.2747,4.0,1,kn,,Action; Thriller
83533,movie,Avatar: Fire and Ash,2025-12-17,143.2867,7.551,3330,en,,Science Fiction; Adventure; Fantasy
299167,tv,Dutton Ranch,2026-05-15,139.1365,9.255,194,en,US,Western; Drama
1371023,movie,Chand Mera Dil,2026-05-22,135.5843,3.833,3,hi,,Romance; Drama
1327819,movie,Hoppers,2026-03-04,130.8414,8.162,1397,en,,Adventure; Animation; Comedy; Family; Science Fiction
1367220,movie,Karuppu,2026-05-14,126.6237,7.364,11,ta,,Action; Fantasy
289147,tv,The Ferry Man 10th Anniversary,2026-06-02,126.1807,9.5,4,zh,CN,Action & Adventure; Sci-Fi & Fantasy
1308553,movie,Hai Jawani Toh Ishq Hona Hai,2026-06-04,121.5096,4.5,8,hi,,Romance; Comedy
1103473,movie,KD – The Devil,2026-04-30,118.9963,5.0,1,kn,,History; Crime; Action; Fantasy
308014,tv,Berlin and the Lady with an Ermine,2026-05-15,112.7063,8.288,139,es,ES,Drama; Crime; Action & Adventure; Comedy
1472951,movie,Infiltrate,2026-04-10,111.8508,5.469,16,en,,Action; Thriller
1318447,movie,Apex,2026-04-24,102.2503,6.754,1365,en,,Action; Thriller
1628448,movie,Maa Behen,2026-06-04,100.4631,0.0,0,hi,,Comedy; Thriller; Drama
931285,movie,Mortal Kombat II,2026-05-06,99.2779,6.739,375,en,,Action; Fantasy; Adventure
1390300,movie,Over Your Dead Body,2026-04-24,96.2392,6.811,95,en,,Action; Comedy; Thriller
1320660,movie,Pati Patni Aur Woh Do,2026-05-15,94.428,7.5,4,hi,,Comedy
936075,movie,Michael,2026-04-22,92.6446,7.593,911,en,,Music; Drama
1297842,movie,GOAT,2026-02-11,92.6047,8.111,740,en,,Animation; Comedy; Family
277439,tv,Cape Fear,2026-06-04,83.238,5.8,13,en,US,Drama; Crime
252107,tv,Star City,2026-05-28,82.1124,6.64,25,en,US,Drama; Sci-Fi & Fantasy; War & Politics
290856,tv,Marshals,2026-03-01,81.9317,7.975,265,en,US,Drama; Crime; Action & Adventure
317056,tv,Double Helix,2026-05-08,81.397,9.0,3,zh,CN,Drama
1239134,movie,Bhooth Bangla,2026-04-16,79.0932,6.5,10,hi,,Horror; Comedy
1699574,movie,Deool Band 2,2026-05-21,77.2001,0.0,0,mr,,Comedy; Drama
311722,tv,Deepmate,2026-01-15,77.1497,0.0,0,ko,KR,
1292415,movie,Beast,2026-04-10,72.8818,6.219,48,en,,Action; Drama
259837,tv,The WONDERfools,2026-05-15,71.1745,9.043,150,ko,KR,Action & Adventure; Comedy; Sci-Fi & Fantasy; Drama
315038,tv,Resort,2026-03-13,70.0572,0.0,0,ta,IN,Comedy; Drama
317883,tv,Torn Apart,2026-05-31,67.0495,4.5,4,tr,TR,Drama; Comedy
270476,tv,Widow's Bay,2026-04-28,65.712,8.281,112,en,US,Drama; Mystery; Comedy
1368166,movie,The Housemaid,2025-12-18,64.8277,7.247,2323,en,,Mystery; Thriller
1515729,movie,Blast,2026-05-28,62.5263,7.0,3,ta,,Action; Drama; Family
1290821,movie,Shelter,2026-01-28,62.3868,7.634,1119,en,,Action; Crime; Thriller
224941,tv,The Boroughs,2026-05-21,61.3267,7.146,127,en,US,Sci-Fi & Fantasy; Mystery
1325734,movie,The Drama,2026-03-26,59.9093,6.952,933,en,,Romance; Comedy; Drama
840464,movie,Greenland 2: Migration,2026-01-07,58.3533,6.432,1155,en,,Adventure; Thriller; Science Fiction
279388,tv,Pursuit of Jade,2026-03-06,57.9479,7.884,69,zh,CN,Drama
1316427,movie,7 Dogs,2026-05-27,57.4607,4.0,3,ar,,Action; Comedy
1314481,movie,The Devil Wears Prada 2,2026-04-29,55.222,6.598,752,en,,Comedy; Drama
