id,media_type,title,date,popularity,vote_average,vote_count,original_language,origin_country_code,genres
1304313,movie,Lee Cronin's The Mummy,2026-04-15,604.065,7.938,753,en,,Horror; Mystery
1439930,movie,The Punisher: One Last Kill,2026-05-12,548.4984,8.483,1063,en,,Action; Drama; Crime
273240,tv,Off Campus,2026-05-13,479.3826,9.056,197,en,US,Drama
687163,movie,Project Hail Mary,2026-03-15,399.5933,8.61,3831,en,,Science Fiction; Adventure
1226863,movie,The Super Mario Galaxy Movie,2026-04-01,375.5009,7.634,1443,en,,Family; Comedy; Adventure; Fantasy; Animation
1380291,movie,Tom Clancy's Jack Ryan: Ghost War,2026-05-20,372.0336,7.11,123,en,,Action; Thriller; Adventure
1007757,movie,Swapped,2026-05-01,314.2688,8.974,1269,en,,Adventure; Animation; Family; Fantasy
308014,tv,Berlin and the Lady with an Ermine,2026-05-15,275.237,8.3,68,es,ES,Drama; Crime; Action & Adventure; Comedy
1523145,movie,Your Heart Will Be Broken,2026-03-26,243.6697,6.8,78,ru,,Romance; Drama
1339713,movie,Obsession,2026-04-16,229.6188,8.0,186,en,,Horror
931285,movie,Mortal Kombat II,2026-05-06,204.0723,6.887,253,en,,Action; Fantasy; Adventure
1582770,movie,Dhurandhar: The Revenge,2026-03-18,196.0838,7.3,86,hi,,Action; Crime; Thriller
1318447,movie,Apex,2026-04-24,184.5595,6.668,1160,en,,Action; Thriller
299167,tv,Dutton Ranch,2026-05-15,158.609,9.342,98,en,US,Western; Drama
259837,tv,The WONDERfools,2026-05-15,156.2908,9.267,75,ko,KR,Action & Adventure; Comedy; Sci-Fi & Fantasy; Drama
83533,movie,Avatar: Fire and Ash,2025-12-17,152.4538,7.492,3130,en,,Science Fiction; Adventure; Fantasy
1292415,movie,Beast,2026-04-10,131.2628,6.289,38,en,,Action; Drama
1228710,movie,Star Wars: The Mandalorian and Grogu,2026-05-19,130.6083,6.534,88,en,,Action; Adventure; Science Fiction
1320660,movie,Pati Patni Aur Woh Do,2026-05-15,128.3559,8.0,2,hi,,Comedy
1327819,movie,Hoppers,2026-03-04,123.7509,8.089,1171,en,,Adventure; Animation; Comedy; Family; Science Fiction
224941,tv,The Boroughs,2026-05-21,119.2626,5.8,15,en,US,Sci-Fi & Fantasy; Mystery
936075,movie,Michael,2026-04-22,114.5426,7.577,802,en,,Music; Drama
1630423,movie,My Dearest Assassin,2026-05-06,113.7208,8.608,190,th,,Action; Drama; Romance
258865,tv,Love Beyond the Grave,2026-03-28,113.6083,7.8,8,zh,CN,Drama; Sci-Fi & Fantasy
1297842,movie,GOAT,2026-02-11,110.7801,8.129,647,en,,Animation; Comedy; Family
1266127,movie,Ready or Not: Here I Come,2026-03-19,103.4272,7.65,802,en,,Thriller; Horror; Comedy
1628367,movie,Kartavya,2026-05-15,103.1643,6.1,8,hi,,Crime; Drama; Thriller
290856,tv,Marshals,2026-03-01,99.9377,7.943,212,en,US,Drama; Crime; Action & Adventure
1330021,movie,Remarkably Bright Creatures,2026-05-07,92.4655,8.54,362,en,,Drama; Mystery
1301421,movie,The Sheep Detectives,2026-04-30,88.3339,7.798,89,en,,Comedy; Family; Mystery
1632181,movie,Accidental Partners,2026-03-12,84.9948,9.184,125,es,,Comedy; Romance; Family
278573,tv,Perfect Crown,2026-04-10,83.1083,7.958,48,ko,KR,Comedy; Drama
1600771,movie,Aakhri Sawal,2026-05-15,82.7955,0.0,0,hi,,Drama; Thriller
1242332,movie,Normal,2026-04-16,80.4794,6.638,69,en,,Action; Crime; Thriller
